transaction_id,amount,failure_reason,ai_action,approved_action,confidence,reason,result,recovered_amount
TXN0014,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0015,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0016,2499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0017,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0018,2499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0019,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0020,8999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0021,5999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0022,5999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0023,499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0024,24999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0025,499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,499
TXN0026,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0027,499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0028,24999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,24999
TXN0029,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0030,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0031,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0032,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0033,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0034,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0035,5999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0036,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0037,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0038,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0039,8999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0040,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0041,4999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0042,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0043,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0044,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0045,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,3499
TXN0046,4999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0047,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0048,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0049,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0050,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0051,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0052,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0053,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0054,4999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0055,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0056,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0057,8999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0058,3499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0059,4999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0060,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0061,799,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,799
TXN0062,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0063,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0064,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0065,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0066,4999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0067,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0068,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0069,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0070,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0071,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0072,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0073,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0074,3499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0075,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0076,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0077,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0078,8999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0079,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0080,3499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0081,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0082,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0083,1299,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0084,3499,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0085,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0086,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0087,499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0088,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0089,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0090,12999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0091,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0092,24999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0093,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0094,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0095,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0096,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0097,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0098,12999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0099,1299,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0100,12999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0101,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0102,12999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",CUSTOMER_DID_NOT_UPDATE,0
TXN0103,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0104,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0105,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0106,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0107,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0108,4999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0109,8999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0110,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0111,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0112,2499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0113,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0114,24999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0115,12999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0116,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0117,4999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0118,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0119,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0120,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0121,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0122,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0123,2499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0124,2499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,2499
TXN0125,4999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0126,799,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0127,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0128,24999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0129,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0130,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0131,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0132,4999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0133,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0134,5999,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0135,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0136,3499,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,3499
TXN0137,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0138,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0139,1299,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0140,1299,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0141,5999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0142,1299,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0143,12999,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0144,799,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0145,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0146,5999,timeout,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0147,3499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0148,799,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0149,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0150,499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0151,499,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0152,799,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,799
TXN0153,12999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0154,24999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,24999
TXN0155,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0156,1299,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0157,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0158,8999,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0159,12999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0160,24999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0161,12999,insufficient_funds,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0162,5999,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0163,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0164,499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0165,1299,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,1299
TXN0166,24999,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,24999
TXN0167,3499,bank_error,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0168,799,expired_card,REQUEST_NEW_PAYMENT_METHOD,REQUEST_NEW_PAYMENT_METHOD,1.0,"The card is expired, so retrying the same card will not work.",RECOVERED,799
TXN0169,2499,bank_error,STOP_AND_ESCALATE,STOP_AND_ESCALATE,1.0,The payment has already reached the maximum retry limit.,ESCALATED,0
TXN0170,3499,timeout,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
TXN0171,2499,insufficient_funds,REVIEW,REVIEW,1.0,"AI was unavailable, so the payment was sent for manual review instead of taking an automatic AI-driven action.",MANUAL_REVIEW,0
